Temperature (°C),Flood Occurred
0.6382770047578165,1.0
0.4593862200178352,0.0
0.964701522760844,1.0
0.2190202587927676,0.0
0.5879779795026728,0.0
0.7003558706454138,1.0
0.825737448092102,1.0
0.4070534844130188,1.0
0.6870648902697188,0.0
0.3032614891868513,0.0
0.4355647094718951,1.0
0.8958152383060506,1.0
0.9501074525026572,0.0
0.7189672257034748,0.0
0.3744272921248061,0.0
0.8202295581091003,1.0
0.0258671366157286,0.0
0.1027625875243517,1.0
0.6615111951765956,1.0
0.2913060087178264,0.0
0.9515863812646144,1.0
0.4361493555823259,0.0
0.4294521161713575,0.0
0.6782205809742601,0.0
0.7677289816607028,0.0
0.4756560215682037,1.0
0.2140416333163588,0.0
0.7734703031521094,0.0
0.3204150006626565,0.0
0.1751430924007188,1.0
0.6317712199885817,1.0
0.0904676862496293,1.0
0.9715571549297476,0.0
0.6325284581639917,1.0
0.9861031450974224,1.0
0.3389611582952915,0.0
0.971409609139875,1.0
0.1455881821023449,1.0
0.0406980331560577,1.0
0.0329856541182727,0.0
0.4649653430932448,1.0
0.0830166060761478,0.0
0.5122730829327276,0.0
0.327565775044095,0.0
0.335696021482919,0.0
0.6357408847107694,0.0
0.1631277319597361,0.0
0.7667135701979645,1.0
0.5821512237425055,0.0
0.9151369126172456,0.0
0.364913998676368,0.0
0.982921928575558,1.0
0.5759466094582962,0.0
0.9736068791095732,0.0
0.0270609670016057,0.0
0.7281281814653469,1.0
0.8167925494666697,0.0
0.0531792454850718,0.0
0.5790893061011083,1.0
0.8021101449434173,1.0
0.5611544904309607,1.0
0.0638218497711499,1.0
0.6935916343632924,1.0
0.0606044785563836,1.0
0.8176401034017525,1.0
0.0430379499235115,0.0
0.1374215500451913,1.0
0.2751615341028919,1.0
0.6334961952033995,0.0
0.9765646619220624,0.0
0.1178427894146428,1.0
0.1427329863946503,1.0
0.3689446128869942,1.0
0.8363944001606263,0.0
0.4673264356300771,1.0
0.3216745983256072,1.0
0.5613196331147948,0.0
0.2605739877104041,0.0
0.4012411048002893,1.0
0.332671524450858,1.0
0.8043093491592934,1.0
0.924450023375048,0.0
0.759730882603437,1.0
0.4391729731198758,1.0
0.5044384826965018,1.0
0.1250951984401483,1.0
0.7470206540762527,1.0
0.5965991064835101,0.0
0.9026295762605192,1.0
0.2006489801587511,1.0
0.7598848456605407,1.0
0.6848141578021512,0.0
0.2658974748252697,0.0
0.6675173966717841,0.0
0.9245677029518864,1.0
0.918629026309132,1.0
0.7197766282567438,0.0
0.0480779686258302,1.0
0.8724473931157556,1.0
0.6579152884970996,1.0
0.3104958347966319,0.0
0.1872853095332652,0.0
0.116223449747688,1.0
0.0502422231853218,1.0
0.7542607559481018,1.0
0.2358884530627105,0.0
0.0242526419365421,1.0
0.3973510084926217,1.0
0.4827058879688119,1.0
0.1692612825663702,1.0
0.044052322050979,1.0
0.189160836348632,0.0
0.6792440538587792,1.0
0.0822559214154638,1.0
0.5551514981288722,0.0
0.1464381060055722,0.0
0.195725945977007,0.0
0.3931573333921269,1.0
0.1008415977881783,1.0
0.173235413515929,1.0
0.3490223211378986,0.0
0.3297347458888473,0.0
0.7494279489900226,0.0
0.0747929360554728,0.0
0.8606312372242162,0.0
0.8164031117306334,1.0
0.7661517180974898,1.0
0.3094337144839377,1.0
0.8230541642558249,0.0
0.1828360663468021,0.0
0.1244305666957108,1.0
0.0449605156974719,0.0
0.93950791492969,1.0
0.3080719553616044,1.0
0.9178107419355892,0.0
0.2726669658609506,1.0
0.9077566477521398,1.0
0.9041189549205052,1.0
0.9238702166139108,1.0
0.4962551755405602,0.0
0.8661279765586709,0.0
0.9509659249105936,0.0
0.3246815899729029,0.0
0.418959433315382,1.0
0.7193901575349557,0.0
0.300419225128248,0.0
0.7539667533569746,0.0
0.0739025836796829,1.0
0.5236060328392336,1.0
0.1223343918050693,0.0
0.2933813585021476,1.0
0.2586757724236783,1.0
0.8391079225361648,1.0
0.1935535582088804,1.0
0.8086171781050208,1.0
0.7941264714722078,0.0
0.4989853819882994,0.0
0.2338882773478552,0.0
0.2269398597041992,0.0
0.4650196313450781,0.0
0.0088053741302721,0.0
0.5314601009356128,0.0
0.9529799898804074,0.0
0.1547347934122999,0.0
0.5734640475772272,0.0
0.9619810984812178,0.0
0.8607026564878083,0.0
0.8505584405544995,0.0
0.8220220860121745,0.0
0.3090848826718099,0.0
0.8908038550844957,0.0
0.9415383420642892,0.0
0.495894081499562,1.0
0.354642171760244,0.0
0.4143130388514598,0.0
0.3342731632681176,1.0
0.2124588314830331,0.0
0.6185766481136341,0.0
0.5627129883456994,1.0
0.462679549425018,1.0
0.0958605716964553,0.0
0.7970597243364896,0.0
0.1749658475435402,0.0
0.114581275165975,0.0
0.623200572873755,1.0
0.3987250149002625,0.0
0.0598158687656769,0.0
0.3556396950913377,1.0
0.7719416822773282,0.0
0.6153766913596285,0.0
0.362858923660832,0.0
0.1918407241827382,0.0
0.6319266844743009,1.0
0.8877416628256681,1.0
0.6464069118018001,1.0
0.813074076020854,1.0
0.5216350610502153,1.0
0.7181208025502942,1.0
0.8964150105306848,0.0
0.7733406106501809,0.0
0.9100451365047938,1.0
0.431227281626638,0.0
0.904410220162785,1.0
0.6216960866554577,1.0
0.8702313428450843,1.0
0.0393795062276717,0.0
0.6579890793570866,0.0
0.84815288305405,0.0
0.1742341602708717,0.0
0.6619244816041621,0.0
0.8251275411228957,0.0
0.2880060897538752,1.0
0.4053284089907114,0.0
0.5696353169638142,0.0
0.5192744010886688,1.0
0.039192328365695,1.0
0.098687894264833,0.0
0.1004827634714373,0.0
0.2623190729899495,1.0
0.2459117336029508,1.0
0.7423773230034889,1.0
0.5728626821236874,0.0
0.7641357272644097,0.0
0.0699056318764796,0.0
0.4853136085456352,1.0
0.3238400454286316,1.0
0.8501175396216158,1.0
0.7079366512634994,0.0
0.8694408767191849,1.0
0.0464316226156703,1.0
0.7209738020941217,1.0
0.5401195703568469,1.0
0.8251728657194152,1.0
0.5072647070560609,0.0
0.5403203394984119,1.0
0.0517730357775204,1.0
0.6686618695617512,0.0
0.2731933937418817,1.0
0.0196926423604232,0.0
0.0664459891184362,0.0
0.9574870473468384,0.0
0.34614657763169,0.0
0.8682577787693412,1.0
0.9598791895471596,1.0
0.9434655962730828,0.0
0.8819103420520757,1.0
0.8950318502229746,1.0
0.2890649933599425,1.0
0.1514971019349265,0.0
0.6393952401967768,1.0
0.4882055880872203,1.0
0.0987625310084321,1.0
0.6776822704419172,1.0
0.5629761664750141,0.0
0.8632484681216707,1.0
0.6093099704190279,0.0
0.574064735671037,1.0
0.4408414810953186,0.0
0.4628815919491073,0.0
0.9545820373988508,1.0
0.1384704051606822,1.0
0.4463097583942916,1.0
0.6559634935099059,0.0
0.4330987296422821,1.0
0.2832713236719336,0.0
0.2874139628870696,1.0
0.2337010275326106,1.0
0.343972018571671,1.0
0.8718577039090744,0.0
0.5053282478587977,0.0
0.2402851326048854,0.0
0.3846043182906217,1.0
0.1058477559685129,1.0
0.9042256648800988,1.0
0.4082805513251951,1.0
0.9805976386716996,0.0
0.3476083773040882,0.0
0.8365313392338433,0.0
0.2564352088975516,0.0
0.0761638206437301,0.0
0.0317346849218857,1.0
0.6062939494176457,1.0
0.311635499642982,0.0
0.4436102367462052,0.0
0.8188184987137705,1.0
0.2481561916682741,0.0
0.3087136731080731,1.0
0.8455134186753627,1.0
0.4928632763904551,0.0
0.8278385799900976,0.0
0.3745514316495408,1.0
0.3984505751654204,1.0
0.1671689611581286,0.0
0.9165384403257464,0.0
0.8969720511775572,0.0
0.9844242758278942,1.0
0.4025286030343593,0.0
0.8187863979325563,0.0
0.4150379116097428,0.0
0.4543914757163962,1.0
0.830173311219291,0.0
0.1773995817669762,1.0
0.220353030368667,1.0
0.3147907504195601,0.0
0.7883439080773184,0.0
0.3727265830831665,0.0
0.3582401105294883,1.0
0.9990267630630172,0.0
0.3838835885671268,0.0
0.2478185693069674,0.0
0.6233428863549253,1.0
0.802047789829985,1.0
0.0696173458714639,1.0
0.6190205049454711,1.0
0.0357376444275034,1.0
0.5264406122666834,1.0
0.2570415904422911,1.0
0.3067024592925862,1.0
0.4671914176755079,1.0
0.927302374260673,1.0
0.710815423230821,0.0
0.937042615297453,1.0
0.6601081600730211,0.0
0.0071037459924019,1.0
0.2656370820754321,0.0
0.9059628783862544,1.0
0.6435791034808321,0.0
0.9818539422175824,0.0
0.1559922025756787,1.0
0.2968064555576269,1.0
0.3624404697358362,0.0
0.3266228858829988,0.0
0.2520404757690936,1.0
0.443556060316114,0.0
0.6424314578017875,1.0
0.3113186823713265,1.0
0.0797116174894032,0.0
0.7086801819719732,1.0
0.4591102626126157,1.0
0.5565970861472777,1.0
0.4554935821960347,1.0
0.8905444712029122,0.0
0.5588602664436537,0.0
0.9234709251421612,1.0
0.5106801959949392,1.0
0.2926458853222937,1.0
0.3555139001140221,1.0
0.5222366461221847,1.0
0.5300984897967697,0.0
0.6874807740606489,0.0
0.2245378727094173,1.0
0.6589798115705456,1.0
0.7787508102673378,0.0
0.6767327386310825,0.0
0.4819267487715459,0.0
0.9918895261047592,0.0
0.4048951465574208,0.0
0.1066081228343737,0.0
0.821676296275737,1.0
0.2122415613727474,1.0
0.7134342556449368,0.0
0.1790094415908306,0.0
0.0168755020727974,1.0
0.159827616228076,1.0
0.3770646680324451,1.0
0.1066357613588205,1.0
0.1977162868740372,0.0
0.7647860608828393,1.0
0.7700445278713738,0.0
0.8176594397561308,0.0
0.8413315661947186,0.0
0.4205212598586034,1.0
0.8677316971213431,0.0
