Humidity (%),Flood Occurred
0.2989086329506222,1.0
0.0948052661657032,0.0
0.1263481224368083,1.0
0.1806624474609754,0.0
0.2036456784417589,0.0
0.2422558748731542,1.0
0.2554546831463143,1.0
0.4557199292753767,1.0
0.5095791761379133,0.0
0.308876244317288,0.0
0.90732014006067,1.0
0.5531476513207719,1.0
0.7874953053169786,0.0
0.9242623079932468,0.0
0.1631256519096119,0.0
0.4278768260104079,1.0
0.4332129819426519,0.0
0.3544713196630831,1.0
0.0088895266678316,1.0
0.8159917556867564,0.0
0.1115475590778043,1.0
0.995508250271642,0.0
0.7729762218049364,0.0
0.580019143758351,0.0
0.1545965747733223,0.0
0.5153992162142456,1.0
0.2611036469216529,0.0
0.2523170388218119,0.0
0.8295495018159972,0.0
0.3806446602243656,1.0
0.4507271645568083,1.0
0.8429855893138568,1.0
0.0877778033757228,0.0
0.5946276306190991,1.0
0.5782247275138458,1.0
0.4252167929535273,0.0
0.8297949047998511,1.0
0.9429153686273636,1.0
0.4653398746441369,1.0
0.4561506539917774,0.0
0.502069380129149,1.0
0.7231395385644319,0.0
0.6680733430898026,0.0
0.2228281486087489,0.0
0.0638814607448317,0.0
0.9492797208878632,0.0
0.2610646640593457,0.0
0.6386084232733649,1.0
0.8284582065175878,0.0
0.30027340314698,0.0
0.6354450111866684,0.0
0.1078883155115178,1.0
0.9699579574663498,0.0
0.0581441313749665,0.0
0.4381774754302731,0.0
0.5368264422972475,1.0
0.7905002899358643,0.0
0.1211171812951545,0.0
0.4408108928656335,1.0
0.2997081969413288,1.0
0.3120078915209445,1.0
0.7788059058981482,1.0
0.0054444515359488,1.0
0.7491003066291669,1.0
0.810417829496586,1.0
0.9013856993718878,0.0
0.6268930194364043,1.0
0.3334534603339535,1.0
0.4272370463165777,0.0
0.9697625866667512,0.0
0.8812093823260908,1.0
0.4635298411225826,1.0
0.9430883221143976,1.0
0.8229748346828614,0.0
0.901113305043853,1.0
0.6829909521263889,1.0
0.857675550004774,0.0
0.8917891689655064,0.0
0.0920039506367668,1.0
0.9652432795290918,1.0
0.3336112378609004,1.0
0.4399023880845927,0.0
0.7919223338726762,1.0
0.6649092168784625,1.0
0.8930829977576276,1.0
0.4005748757078879,1.0
0.3732880719189831,1.0
0.031673525570731,0.0
0.4627292729963545,1.0
0.7240863202764246,1.0
0.301175410445514,1.0
0.462730410051238,0.0
0.2193908146202329,0.0
0.7728055281541752,0.0
0.06049752260059,1.0
0.7053977716461759,1.0
0.3789401720086769,0.0
0.0415811871881657,1.0
0.8534909072459893,1.0
0.4877268741231474,1.0
0.599328956771093,0.0
0.7320465964116494,0.0
0.65508690634123,1.0
0.7308727233601078,1.0
0.7622989383833971,1.0
0.5891610643445384,0.0
0.3656373980155245,1.0
0.2431362546341092,1.0
0.9029267608968288,1.0
0.969951357434621,1.0
0.3576619665903425,1.0
0.1122990001021228,0.0
0.2225305132470627,1.0
0.6706805146289146,1.0
0.1729243442049498,0.0
0.7801403223940359,0.0
0.9230546615995046,0.0
0.9636777481419736,1.0
0.0093091848031727,1.0
0.9581801528858732,1.0
0.7402106880445937,0.0
0.0840372431332535,0.0
0.4152422477116784,0.0
0.7000599532177884,0.0
0.9567114151031184,0.0
0.1641319758160652,1.0
0.1277222406619526,1.0
0.4723513786275842,1.0
0.9681253251141358,0.0
0.9714057929060744,0.0
0.2279081669671507,1.0
0.3193446509370201,0.0
0.908055738584118,1.0
0.7348575210752671,1.0
0.9723430480968508,0.0
0.8931714522812141,1.0
0.2150889046313072,1.0
0.7597439992963252,1.0
0.0485506601222232,1.0
0.8178525096190877,0.0
0.6015668493847195,0.0
0.956126859013824,0.0
0.9600585271551588,0.0
0.0508006379104739,1.0
0.1605119063455612,0.0
0.4842119015319478,0.0
0.8795160053305872,0.0
0.814464722115986,1.0
0.9643962914539536,1.0
0.6180949410207112,0.0
0.2565582229500553,1.0
0.0250910220280626,1.0
0.2229196942043272,1.0
0.6752865719743338,1.0
0.9262993897466304,1.0
0.3209012396803918,0.0
0.8757266417102162,0.0
0.3948991201966345,0.0
0.3082682584500673,0.0
0.5088501956132577,0.0
0.4422764767688316,0.0
0.913823878651444,0.0
0.4682610903924202,0.0
0.2773310168473314,0.0
0.8425864112367348,0.0
0.998777309773184,0.0
0.6481835847099167,0.0
0.250455800224538,0.0
0.2388089889829739,0.0
0.0576925324033035,0.0
0.0772797480743326,0.0
0.9150071580783046,0.0
0.0964746724901707,1.0
0.4843487085901098,0.0
0.698136172552213,0.0
0.8503759638359378,1.0
0.1712618503715918,0.0
0.4377814630569014,0.0
0.2514746717323065,1.0
0.2558177603386305,1.0
0.3038361189440123,0.0
0.5871256574418604,0.0
0.01656147388539,0.0
0.4087677765589981,0.0
0.1868217291483795,1.0
0.9671448961720434,0.0
0.5827384066510607,0.0
0.8681174409654286,1.0
0.1956819757537598,0.0
0.8100350816309652,0.0
0.4147842198152299,0.0
0.1776858754074123,0.0
0.7612624099761213,1.0
0.76202833935511,1.0
