Latitude,Flood Occurred
0.3746386134092265,1.0
0.9509822237862712,0.0
0.7321975449221148,1.0
0.598822880295374,0.0
0.1560528792207245,0.0
0.1560287520220238,1.0
0.0580890533563043,1.0
0.86641920488201,1.0
0.601280130178332,0.0
0.7082691468797103,0.0
0.0205789089467455,1.0
0.9701834139484204,1.0
0.8326757806409297,0.0
0.212389910373014,0.0
0.1818667942817868,0.0
0.1834468013893306,1.0
0.3043200665780607,0.0
0.5248990969866223,1.0
0.4320603929946729,1.0
0.2913031373409213,0.0
0.6120211706095289,1.0
0.1395232403534024,0.0
0.2922189148814089,0.0
0.3664579330507382,0.0
0.4561924524652506,0.0
0.7853952025653241,1.0
0.1997208576397423,0.0
0.5143740097979022,0.0
0.5925771289501379,0.0
0.0464524331901417,1.0
0.6077118610176088,1.0
0.1705626277725821,1.0
0.0650590830935666,0.0
0.9491529168839434,1.0
0.965904336977232,1.0
0.8086234174889583,0.0
0.3046917020383996,1.0
0.0976891961106348,1.0
0.6844225856256392,1.0
0.4402702814830406,0.0
0.1220624817558881,1.0
0.4953108776692321,0.0
0.0343869948113695,0.0
0.9095761476641648,0.0
0.2588444371356946,0.0
0.6627054594691519,0.0
0.3117910959026909,0.0
0.5202093079149095,1.0
0.5468594001806558,0.0
0.1848971734149154,0.0
0.9698580939194308,0.0
0.7753491113696971,1.0
0.9397635610859736,0.0
0.8950788343615133,0.0
0.5980641518725005,0.0
0.9221336720368144,1.0
0.0885068849104791,0.0
0.1960288525932998,0.0
0.0452289497236846,1.0
0.3254143552898896,1.0
0.388779941256857,1.0
0.2714171832124827,1.0
0.8289695595062271,1.0
0.3568465910864306,1.0
0.281005479715695,1.0
0.5428440236296341,0.0
0.14095402527176,1.0
0.8024212269214851,1.0
0.0745609269640425,0.0
0.9871654904631062,0.0
0.7724602080789841,1.0
0.1987624752880708,1.0
0.0055121027140486,1.0
0.8156895750053766,0.0
0.7070535555942815,1.0
0.7292098928971182,1.0
0.7714854989413423,0.0
0.0740547862324889,0.0
0.3585594964652956,1.0
0.1158914924031422,1.0
0.8633455814558103,1.0
0.6234697681612644,0.0
0.3309836865480737,1.0
0.0635654013094189,1.0
0.3110621272402431,1.0
0.3252673033257608,1.0
0.7298090793319195,1.0
0.6377333056193473,0.0
0.887461987450682,1.0
0.4723421407962735,1.0
0.1196177741995859,1.0
0.7134428771840213,0.0
0.760997117692332,0.0
0.5614306017787026,0.0
0.7711822430644143,1.0
0.4939291577499349,1.0
0.5228748997003702,0.0
0.4276550977240364,1.0
0.0254149630085956,1.0
0.1079115140651603,1.0
0.0314267891964936,0.0
0.6365859082372942,0.0
0.3144367786183849,1.0
0.5087085971359634,1.0
0.9078217037725717,1.0
0.2493538948307928,0.0
0.4104919570990818,1.0
0.7557616685981755,1.0
0.2288538049369957,1.0
0.0769909074336937,1.0
0.2898250155457929,1.0
0.1612570558597033,0.0
0.9299593898157664,1.0
0.8083463674948909,1.0
0.6335783693833971,0.0
0.8717052031746169,0.0
0.8038967568154954,0.0
0.1866132812450033,1.0
0.8928098154197004,1.0
0.5394891961970353,1.0
0.8076659430759745,0.0
0.8963431555190629,0.0
0.3180853450518714,0.0
0.1100726468893128,0.0
0.2279905482231029,0.0
0.4272217406014469,1.0
0.8182436632765764,1.0
0.8609720411071519,1.0
0.0069425366140878,0.0
0.5108858485768588,0.0
0.4175221038044855,1.0
0.2221614826312058,0.0
0.1198889753176461,1.0
0.3377028082619434,1.0
0.943175326361837,0.0
0.3232863309902306,1.0
0.5189315328638332,1.0
0.7032140419727771,1.0
0.3637248887266155,1.0
0.9720561950328658,0.0
0.9627186623791985,0.0
0.251844693706179,0.0
0.4973830825987529,0.0
0.3009551442777893,1.0
0.2849126129524087,0.0
0.0368861557076929,0.0
0.6097319369205476,0.0
0.5028151967674911,1.0
0.0514822502925587,1.0
0.2787167614699475,0.0
0.90852132147378,1.0
0.2396206951632156,1.0
0.1449258399486984,1.0
0.4895850446612412,1.0
0.9859286443881002,1.0
0.2421148091811648,0.0
0.6723215492809377,0.0
0.7618319298067479,0.0
0.237695782638529,0.0
0.7284188409291918,0.0
0.3678796404034818,0.0
0.6324801206237343,0.0
0.6337043606704522,0.0
0.5359205893232235,0.0
0.090304681395864,0.0
0.8355364763640636,0.0
0.3208627515022242,0.0
0.1865617176010971,0.0
0.0407754932232945,0.0
0.5910550558454911,0.0
0.6777519600488694,0.0
0.0165810683677088,0.0
0.5122320000152287,1.0
0.2265507376302619,0.0
0.6453508639422205,0.0
0.1744060629121224,1.0
0.691129268722365,0.0
0.3868374268435214,0.0
0.9369937940537328,1.0
0.1375497437153826,1.0
0.3411550027207292,0.0
0.1134952497155805,0.0
0.9249538843260082,0.0
0.877585695005899,0.0
0.2580058367346273,1.0
0.6601664747856811,0.0
0.8174508645030067,0.0
0.5553524290600862,1.0
0.5297946828239964,0.0
0.2419117688840921,0.0
0.093118506303459,0.0
0.8974679441934275,0.0
0.9006711850328146,1.0
0.6332759812557833,1.0
0.3391178438729633,1.0
0.3493006207809844,1.0
0.7261575064423634,1.0
